streetaddr,city,state,zip,stationpho,cardsaccep,type,psi3000,psi3100,lat,lon,id,stationnam
228 Allegheny Blvd,Brookville,PA,15825,814-590-4498,a,a,1,1,41.167067,-79.097072,51882,"""O"" Ring Fueling Systems"
1301 W 24th St,Cheyenne,WY,82001,307-778-2150  562-493-2804,a,a,1,1,41.134377,-104.833166,215,Clean Energy - Cheyenne Light Fuel & Power - Public Access
16038 Highway 65 S,Damascus,AR,72039,501-548-6500,a,a,1,1,35.385825,-92.389369,38654,Southwestern Energy - Damascus
Bayshore Hwy,San Francisco,CA,94128,800-920-1166,a,a,1,1,37.61606,-122.384,20928,Trillium CNG - San Francisco International Airport - South View Lot
85 Old Northport Rd,Kings Park,NY,11754,603-224-6582  631-360-7514,a,a,1,1,40.8731316,-73.2734863,36779,Clean Energy - Town of Smithtown
550 Milam Dr,Beaumont,TX,77701,800-920-1166,a,a,1,1,30.0771887,-94.0959347,30623,Trillium CNG - City of Beaumont
250 Five Points Rd,Dudley,NC,28333,919-731-7338,a,a,1,1,35.329672,-78.0407117,47282,Piedmont Natural Gas - Goldsboro - Public Access
128 N Briery Rd,Irving,TX,75061,562-493-2804,a,a,1,1,32.817883,-96.988716,453,Clean Energy - City of Irving
W229 N2086 Redford Blvd,Waukesha,WI,53186,262-446-2032,a,a,1,1,43.0586,-88.2042,49293,Kwik Trip #396
Route 128 S,Newton,MA,2459,617-242-8755,a,a,1,1,42.330231,-71.254708,18895,Alternative Vehicle Service Group - Newton
1800 Maxwell Rd,Chula Vista,CA,91911,562-493-2804,a,a,1,1,32.59793,-117.019,42473,Clean Energy - Chula Vista Public Works Yard
8652 S 4000 W,West Jordan,UT,84088,800-950-3835,a,a,1,1,40.5937017,-111.9867704,43686,Clean N' Green - Waste Management
6722 Pine Forest Rd,Pensacola,FL,32526,850-324-1851,a,a,1,1,30.4771082,-87.306742,50259,City of Pensacola - Pine Forest - Public Station
533 High Plain St,Walpole,MA,2081,617-242-8755,a,a,1,1,42.139911,-71.21695,30355,Alternative Vehicle Service Group - Walpole
2100 S Waldron Rd,Fort Smith,AR,72903,479-783-3188,a,a,1,1,35.3628559,-94.3728829,73,Arkansas Oklahoma Gas Corp - Public Access
120 Cedar Springs Rd,Fairview,OK,73737,580-227-0999  580-227-0322,a,a,1,1,36.261003,-98.489097,48497,L&S Fuels LLC
4220 County Rd J,Sheboygan,WI,53083,920-803-2078,a,a,1,1,43.7899719,-87.7630927,49292,Kwik Trip #679
7800 Colonel H Weir Cook Memorial Dr,Indianapolis,IN,46241,877-264-3835,a,a,1,1,39.7146945,-86.2980639,12759,Northville NG Fuels
3034 E Corona Rd,Tucson,AZ,85756,562-493-2804,a,a,1,1,32.123063,-110.927472,25875,Clean Energy - Tucson International Airport
853 N Woodard Ave,Tahlequah,OK,74464,918-456-5621  918-456-3591,a,a,1,1,35.924947,-95.000656,40878,NOPFA - Tahlequah
175 E Old Country Rd,Hicksville,NY,11801,516-545-4148,a,a,1,1,40.76616,-73.512375,449,Clean Energy - National Grid Hicksville Headquarters
5430 S Bay Rd,North Syracuse,NY,13212,866-278-3674  315-458-1910,a,a,1,1,43.1194279,-76.1421128,32786,Clean Energy - New York State Department of Transportation
26571 Junipero Serra Rd,San Juan Capistrano,CA,92675,949-493-3515  562-493-2804,a,a,1,1,33.520375,-117.667327,48013,Clean Energy - San Juan Capistrano - Shell
244 Chappells Dairy Rd,Somerset,KY,42503,606-679-0509,a,a,1,1,37.105838,-84.6286587,47463,City of Somerset
501 W 70th St,Shreveport,LA,71106,318-683-3901,a,a,1,1,32.441468,-93.765557,53754,Freedom Fuels
5500 SE 29th St,Del City,OK,73115,405-672-3420,a,a,1,1,35.4346492,-97.424734,42591,OnCue Express #107
439 N Cain St,Visalia,CA,93292,800-920-1166,a,a,1,1,36.3346178,-119.2742548,27975,Trillium CNG - City of Visalia
800 Gaston Rd,Gastonia,NC,28056,704-810-3282,a,a,1,1,35.251709,-81.0946589,25673,PSNC Energy
2267 W Main St,Tremonton,UT,84337,435-257-3530,a,a,1,1,41.7107821,-112.1995043,49290,CNG America - RJ Fuel Stop
1510 Chester Pike,Eddystone,PA,19022,610-648-7809,a,a,1,1,39.8638603,-75.3370423,776,PECO Energy - Baldwin Service Building
1701 Stewart St,Santa Monica,CA,90404,562-493-2804,a,a,1,1,34.031049,-118.466894,995,Clean Energy - Santa Monica
1350 E 700 S,Clearfield,UT,84015,801-773-1640,a,a,1,1,41.103135,-112.000344,23209,CNG America - JP's Chevron
7721A Washington Ave,Houston,TX,77007,562-493-2804,a,a,1,1,29.779156,-95.433938,72,Clean Energy - Texas Department of Transportation
2025 Kwik Trip Way,La Crosse,WI,54603,608-781-8988,a,a,1,1,43.8519994,-91.2268897,44848,Kwik Trip #870
19499 NW 2nd Ave,Miami Gardens,FL,33169,954-667-9119,a,a,1,1,25.953453,-80.2054702,52483,CNGas
3330 W Memorial Rd,Oklahoma City,OK,73120,405-748-4277,a,a,1,1,35.6086477,-97.5766107,36593,RS Fuel - Phillips 66
3710 Oklahoma Ave,Woodward,OK,73801,580-256-2650,a,a,1,1,36.4335504,-99.4289513,47994,Hutch's #113
4155 Walden Ave,Lancaster,NY,14086,866-264-6220,a,a,1,1,42.920836,-78.627853,60157,American Natural Gas - Lancaster
2521 Pacific Hwy,San Diego,CA,92101,562-493-2804,a,a,1,1,32.729871,-117.173583,1226,Clean Energy - Lindbergh Field Shell
705 S Union Ave,Bakersfield,CA,93307,661-852-5800,a,a,1,1,35.3481149,-119.0029454,32513,Kern County Superintendent of Schools
517 S Weber,Stratford,WI,54484,715-687-3368,a,a,1,1,44.7958336,-90.0791491,44850,Kulp Energy Solutions
1670 E 1st St,Pomona,CA,91763,562-493-2804,a,a,1,1,34.059287,-117.722129,30833,Clean Energy - Pomona Foothill Transit
2506 Jackson Pk,Columbus,OH,43223,216-986-9999,a,a,1,1,39.9033293,-83.0246531,41684,Quasar
21865 E Copley Dr,Diamond Bar,CA,91765,800-920-1166,a,a,1,1,34.001326,-117.830482,1013,Trillium CNG - South Coast Air Quality Management District
4040 West Ln,Stockton,CA,95204,800-684-4648,a,a,1,1,37.9902936,-121.2856386,832,PG&E Stockton Service Center
112 Verbena St,Charlotte,NC,28217,704-587-3128,a,a,1,1,35.1836144,-80.8798179,34315,Piedmont Natural Gas - Charlotte - Public Access Front
5640 Peck Rd,Arcadia,CA,91006,562-493-2804,a,a,1,1,34.105711,-118.007122,48014,Clean Energy - Arcadia Foothill Transit - Public Access
1735 S Turner Ave,Ontario,CA,91761,909-827-9944,a,a,1,1,34.0355999,-117.5846428,7037,United Parcel Service
3898 94th St SW,Lakewood,WA,98499,800-663-4555  888-732-6487,a,a,1,1,47.1721285,-122.4861896,27835,Clean Energy - Pierce Transit
2700 Cleveland Ave,Marinette,WI,54143,800-490-4915,a,a,1,1,45.0852977,-87.6469194,47238,US Oil - Exxon
27985 Diaz Rd,Temecula,CA,92590,951-737-9866  562-493-2804,a,a,1,1,33.505146,-117.159346,33888,Clean Energy - Downs Truckstop
6762 Stanton Ave,Buena Park,CA,90621,714-522-3577,a,a,1,1,33.86221,-117.994,48896,EDCO Disposal - Buena Park
4600 Irving Blvd,Dallas,TX,75247,562-493-2804,a,a,1,1,32.8081475,-96.8972941,38487,Clean Energy - Dillon Transport
