Station Name,Street Address,City,State,ZIP,Station Phone,Access Code,Groups With Access Code,Latitude,Longitude,ID
L T Verrastro Inc,700 Moosic Rd,Old Forge,PA,18518,570-471-3905,public,Public - Credit card at all times,41.3634,-75.730103,61681
Waste Pro,400 S Bay St,Bunnell,FL,32110,386-586-0800,public,Public - Credit card at all times,29.46307,-81.255936,61682
EZ Go #58,Mile 66.5 Indian Nation Turnpike,McAlester,OK,74501,918-421-8940,public,Public,34.907926,-95.825663,61707
First Alt Fuel Inc,425 N Bois-D-Arc,Tyler,TX,75702,903-360-8822,public,Public - Credit card at all times,32.354553,-95.302495,61853
GAIN Clean Fuel - Calera,8280 Highway 25,Calera,AL,35040,800-438-7912,public,Public - Credit card at all times,33.09335,-86.792432,61864
Piedmont Natural Gas - Greensboro,2611 Greengate Dr,Greensboro,NC,27406,800-752-7504,public,Public - Credit card at all times,36.02452,-79.797974,61868
Hutch's C-Store #120,610 NE Highway 66,Sayre,OK,73662,580-928-3847,public,Public,35.309665,-99.631741,61871
Elizabethtown Gas,520 Green Ln,Union,NJ,7083,800-716-5550,public,Public - Credit card at all times,40.676438,-74.248373,61897
CNGnGo,4333 W 530 Rd,Pryor Creek,OK,74361,918-581-4311,public,Public - Credit card at all times,36.249164,-95.333829,62063
OnCue Express #116 - C-Store,3901 Northwest Expy,Oklahoma City,OK,73112,405-942-0964,public,Public - Credit card at all times,35.536179,-97.587006,62065
Bennett Steel - CNGnGo,2210 Industrial Rd,Sapulpa,OK,74066,918-512-8910,public,Public - Credit card at all times,36.025034,-96.104651,62066
CLEANCOR,255 E Commercial Ave,El Centro,CA,92243,713-408-1538,public,Public - Credit card at all times,32.794671,-115.539473,62105
GAIN Clean Fuel - Carthage,1058 Highway 59 S,Carthage,TX,75633,800-438-7912,public,Public - Credit card at all times,32.181782,-94.334174,62106
St. Cloud Metro Bus,665 Franklin Ave,St. Cloud,MN,56304,320-529-4483,public,Public - Credit card at all times,45.575899,-94.149195,62108
IGS CNG Services - City of Dayton,1830 E Monument Ave,Dayton,OH,45402,877-742-4476,public,Public - Credit card at all times,39.771034,-84.165929,62112
Muncie Sanitary District,900 E Centennial Ave,Muncie,IN,47303,765-747-4865,public,Public - Credit card at all times,40.20875,-85.376303,62230
American Natural Gas - ampCNG,107 Tilton Rd SE,Dalton,GA,30721,866-264-6220  312-300-6700,public,Public - Credit card at all times,34.65542,-84.978235,62257
Piedmont Natural Gas - Nashville,541 Spence Ln,Nashville,TN,37210,800-752-7504,public,Public - Credit card at all times,36.1425,-86.722855,62264
Mannford Compressed Natural Gas,210 E Trower Blvd,Mannford,OK,74044,918-865-4403,public,Public - Credit card at all times,36.127057,-96.352955,62266
Sparq - Trinidad,806 E Goddard Ave,Trinidad,CO,81082,844-772-7764,public,Public - Credit card at all times,37.183969,-104.499646,62268
CHS Inc,1833 130th St,Fairmont,MN,56031,651-355-6000 x8007,public,Public - Credit card at all times,43.672641,-94.51018,62310
Oklahoma City Solid Waste Division,11501 N Portland Ave,Oklahoma City,OK,73120,405-749-3092,public,Public - Credit card at all times,35.58558,-97.58744,62313
Northeast Mississippi Natural Gas District,689 Hodges Dr,Mantachie,MS,38855,662-282-4261,public,Public,34.324116,-88.492641,62381
High Plains Bioenergy,3271 US Highway 54,Guymon,OK,73942,580-468-3790,public,Public - Credit card at all times,36.7065958,-101.4432073,62382
American Natural Gas,4100 Heckscher Dr,Jacksonville,FL,32226,866-264-6220,public,Public - Credit card at all times,30.40993,-81.558774,62410
American Natural Gas,9711 Mining Dr,Jacksonville,FL,32257,866-264-6220,public,Public - Credit card at all times,30.186846,-81.56631,62411
Trillium - Dillon Transport,1009 E Canal St,Mulberry,FL,33860,800-920-1166,public,Public - Credit card at all times,27.89457,-81.964574,62412
All American Waste,19 Wheeler St,New Haven,CT,6512,866-809-4869,public,Public - Credit card at all times,41.294864,-72.899122,62443
Gibson County Utility District,657 N College St,Trenton,TN,38382,731-855-1441,public,Public - Credit card at all times,36.00506672,-88.94796719,62445
American Natural Gas,4011 16th St SW,Canton,OH,44710,866-264-6220,public,Public - Credit card at all times,40.783185,-81.420644,62451
American Natural Gas,330 Farm to Market 1189,Brock,TX,76087,866-264-6220,public,Public - Credit card at all times,32.698811,-97.959199,62454
GAIN Clean Fuel - Nexus Natural Gas,380 Grand Island Blvd,Tonawanda,NY,14150,716-553-5512  800-438-7912,public,Public - Credit card at all times,42.983441,-78.91425,62471
American Natural Gas,1130 W Highway 2570,Newport,TN,37821,866-264-6220,public,Public - Credit card at all times,35.972547,-83.247995,62538
GAIN Clean Fuel - Aurora,19401 E 32nd Pkwy,Aurora,CO,80011,800-438-7912,public,Public - Credit card at all times,39.75968,-104.761488,62543
GAIN Clean Fuel - Fort Wayne,10317 Bluffton Rd,Fort Wayne,IN,46809,800-438-7912,public,Public - Credit card at all times,40.989957,-85.168267,62544
GAIN Clean Fuel - Gary,6700 W 15th Ave,Gary,IN,46406,800-438-7912,public,Public - Credit card at all times,41.58805,-87.419547,62545
Refuel CNG,1330 W Jackson St,Thomasville,GA,31792,229-227-5499,public,Public - Credit card at all times,30.818047,-83.999657,62603
Martindale Propane,251 Commerce Dr,New Holland,PA,17557,717-354-5102,public,Public - Credit card at all times,40.087252,-76.095113,62618
Domino Express #9,1303 W 3rd St,Elk City,OK,73644,580-225-1052,public,Public,35.41212,-99.419965,62741
Stirk CNG - Clean Energy - Sapp Bros Travel Center,7120 E 49th Ave,Denver,CO,80022,303-289-3930,public,Public,39.78448,-104.904545,62773
Clean Energy - Albuquerque Flying J #689,9911 Avalon Rd NW,Albuquerque,NM,87105,866-809-4869,public,Public - Credit card at all times,35.079896,-106.746225,62775
Independence Fuel Systems,902 Mobile Dr,Longview,TX,75604,903-753-0242,public,Public - Credit card at all times,32.496167,-94.80566,62776
GAIN Clean Fuel - Johnstown,157 Vo Tech Dr,Johnstown,PA,15904,800-438-7912,public,Public - Credit card at all times,40.4127142,-78.8372499,62906
GAIN Clean Fuel - Forrest City,3400 Commerce Dr,Forrest City,AR,72335,800-438-7912,public,Public - Credit card at all times,35.042134,-90.810704,62907
GAIN Clean Fuel,725 Legionnaire Dr,Fredericksburg,PA,17026,800-438-7912,public,Public - Credit card at all times,40.45023131,-76.41577569,62908
GAIN Clean Fuel - Smyrna,4960 Plant Atkinson Rd,Smyrna,GA,30080,800-438-7912,public,Public - Credit card at all times,33.8324679,-84.4810285,62909
GAIN Clean Fuel - Sanford,2509 Cox Mill Rd,Sanford,NC,27332,800-438-7912,public,Public - Credit card at all times,35.458359,-79.108203,62910
GAIN Clean Fuel - Tampa,8346 E Martin Luther King Blvd,Tampa,FL,33619,800-438-7912,public,Public - Credit card at all times,27.98136,-82.360376,62911
GAIN Clean Fuel - Des Moines,1205 NE Broadway Ave,Des Moines,IA,50313,800-438-7912,public,Public - Credit card at all times,41.64338,-93.603529,62912
GAIN Clean Fuel - St. Louis,1400 S 2nd St,St. Louis,MO,63104,800-438-7912,public,Public - Credit card at all times,38.611125,-90.193753,62914
Kwik Trip #210,1506 Black Ave,Eau Claire,WI,54703,715-835-7218,public,Public,44.83312,-91.44934,62915
Kwik Star #215,100 W 65th St,Davenport,IA,52806,563-386-8458,public,Public,41.585882,-90.573456,62916
Kwik Trip #306,105 W Tyranena Park Rd,Lake Mills,WI,53551,920-648-3033,public,Public,43.09014067,-88.90997949,62917
3G CNG,3529 Combine St,Paso Robles,CA,93446,805-238-0624,public,Public - Credit card at all times,35.6451,-120.653671,62933
TruStar Energy - Orlando,8520 Exchange Dr,Orlando,FL,32809,678-215-2762,public,Public - Credit card at all times,28.441552,-81.411516,62934
Love's Travel Stop #614,12605 Central Ave NW,Albuquerque,NM,87121,505-831-5533,public,Public,35.064935,-106.784483,62996
Love's Travel Stop #553,1055 N Grand Canyon Blvd,Williams,AZ,86046,928-635-9958,public,Public,35.263617,-112.194139,62997
Kwik Trip #222,3027 E 2nd St,Superior,WI,54880,715-392-2954,public,Public,46.698029,-92.035851,63026
Kwik Trip #242,980 S Hickory St,Fond Du Lac,WI,54935,920-921-2925,public,Public,43.751366,-88.462334,63027
Kwik Trip #673,6325 Pepsi Way,Windsor,WI,53598,608-846-9888,public,Public,43.194047,-89.33686,63028
Kwik Trip #250,1509 10th Pl NE,Austin,MN,55912,507-437-6702,public,Public,43.675892,-92.953638,63029
Flint River Fuel Center,2880 State Highway 49 S,Oglethorpe,GA,31068,478-472-7531,public,Public - Credit card at all times,32.258717,-84.085849,63210
Consumers Energy,11797 Farmington Rd,Livonia,MI,48150,517-930-4568,public,Public - Card key at all times,42.36969831,-83.3727889,63227
American Natural Gas,6580 Kansas Ave,Kansas City,KS,66111,866-264-6220,public,Public - Credit card at all times,39.088255,-94.732123,63276
American Natural Gas,4200 Duncanville Rd,Dallas,TX,75236,866-264-6220,public,Public - Credit card at all times,32.693705,-96.910233,63277
American Natural Gas,650 E Centre Park Blvd,DeSoto,TX,75115,866-264-6220,public,Public - Credit card at all times,32.62423616,-96.84305342,63278
JEM Energy,5925 Stockberger Pl,Indianapolis,IN,46241,317-607-2627  317-244-5993,public,Public - Credit card at all times,39.719763,-86.264129,63446
City of Deming,1315 W Pine St,Deming,NM,88030,575-694-0199,public,Public - Credit card at all times,32.267588,-107.774524,63447
CNG@WORK,401 Kindleberger Rd,Kansas City,KS,66115,877-587-6550,public,Public - Credit card at all times,39.149026,-94.617479,63576
IGS CNG Services - Duchess BP,3909 Alum Creek Dr,Obetz,OH,43207,877-742-4476,public,Public - Credit card at all times,39.888256,-82.930933,63577
Clean Energy - Winslow Flying J #612,404 Transcon Ln,Winslow,AZ,86047,866-809-4869,public,Public - Credit card at all times,35.01643,-110.675005,63579
Sparq - Pueblo,620 W 4th St,Pueblo,CO,81003,844-772-7764,public,Public - Credit card at all times,38.270299,-104.615724,63599
Sparq - U Pump It,156 N Campus Dr,Garden City,KS,67846,620-276-3923  844-772-7764,public,Public - Credit card at all times,37.962455,-100.846437,63600
City of Tulsa,7952 E 33rd St S,Tulsa,OK,74145,918-596-9810,public,Public - Credit card at all times,36.113892,-95.889587,63602
Bubble City Truck Stop,3125 Bloomfield Hwy,Farmington,NM,87401,505-326-4668,public,Public,36.71838,-108.167694,63603
GAIN Clean Fuel - Baltimore,1601 62nd St,Baltimore,MD,21237,800-438-7912,public,Public - Credit card at all times,39.317115,-76.531988,63627
Kimble Company,2295 Boliver Rd,Canton,OH,44706,330-343-1226,public,Public - Credit card at all times,40.77312513,-81.39494493,63628
Clean Energy - Kansas City Fleet Services Division,5350 Municipal Ave,Kansas City,MO,64120,816-509-3211,public,Public - Credit card at all times,39.13353,-94.523119,63664
OnCue Express #45 - Truck Stop,7850 Acre Rd,Billings,OK,74630,580-725-3252,public,Public - Credit card at all times,36.535661,-97.33916,63665
Speedy Fuel,1492 S Lorena St,Los Angeles,CA,90023,323-260-4606,public,Public,34.01665,-118.208679,63673
Clean Energy - La Guardia Airport,Marine Air Terminal - Building 37,Flushing,NY,11371,866-809-4869,public,Public - Credit card at all times,40.77,-73.89,63674
Clean Energy - Houston Valero,9221 Wallisville Rd,Houston,TX,77013,866-809-4869,public,Public - Credit card at all times,29.793882,-95.266015,63680
Clean Energy - Waco Flying J #739,2409 S New Rd,Waco,TX,76711,866-809-4869,public,Public - Credit card at all times,31.507287,-97.145928,63681
CNG 4 America - Austin,907 E St Johns Ave,Austin,TX,78752,888-560-5556,public,Public - Credit card at all times,30.330588,-97.701649,63757
X3Energy,14827 Weld County Rd 42,Gilcrest,CO,80623,844-304-9800,public,Public - Credit card at all times,40.289906,-104.775176,63817
Waste Management - Santa Ana Hauling,1800 S Grand Ave,Santa Ana,CA,92705,800-331-3441,public,Public - Credit card at all times,33.723863,-117.851938,63858
Waste Management - South Sound - Public,325 C St NW,Auburn,WA,98001,253-939-3570,public,Public,47.31108,-122.23351,63887
Waste Management - Conroe,2749 N Loop 336 E,Conroe,TX,77301,800-331-3441,public,Public - Card key at all times,30.337826,-95.412461,63992
City of Douglas,1331 Pope Dr,Douglas,GA,31533,912-389-3427,public,Public - Credit card at all times,31.490414,-82.865433,64019
7-Eleven - New Stanton Service Plaza,734 New Stanton Plaza Rd,Hunker,PA,15639,724-925-1908,public,Public,40.206139,-79.56679,64027
Colorado Springs Utilities - X3Energy - Ward Alternative Energy,7790 Durant Dr,Colorado Springs,CO,80920,720-941-2791,public,Public - Credit card at all times,38.945105,-104.724068,64049
Lancaster County Solid Waste Management Authority,1299 Harrisburg Pike,Lancaster,PA,17603,717-553-5851  717-397-9968,public,Public - Credit card at all times,40.055995,-76.327723,64057
GAIN Clean Fuel - Charlotte,4250 Trailer Dr,Charlotte,NC,28269,800-438-7912,public,Public - Credit card at all times,35.277382,-80.809339,64203
GAIN Clean Fuel - Scranton,429 Highway 315,Pittston,PA,18640,800-438-7912,public,Public - Credit card at all times,41.315531,-75.753889,64204
Love's Travel Stop #354,2129 Washington Rd NW,Thomson,GA,30824,706-843-9833,public,Public,33.514228,-82.503612,64207
Love's Travel Stop #450,800 Martin Luther King Jr Dr,West Memphis,AR,72301,870-732-1272,public,Public,35.153934,-90.138245,64208
Love's Travel Stop #266,3201 12th Ave NW,Ardmore,OK,73401,580-226-0973,public,Public,34.188212,-97.171022,64212
Love's Travel Stop #255,214 S Highway 100,Webbers Falls,OK,74470,918-464-2865,public,Public,35.527616,-95.119289,64213
Mansfield Clean Energy Partners,2765 Woodwin Rd,Atlanta,GA,30360,404-787-5399,public,Public - Credit card at all times,33.916342,-84.274911,64229
Palatka Gas,900 Reid St,Palatka,FL,32177,386-326-0099,public,Public,29.649223,-81.637954,64311
CNG Energy Partners - Lake Jackson - Public,204 Medical Dr,Lake Jackson,TX,77566,214-549-0555,public,Public - Credit card at all times,29.026255,-95.449404,64318
Nopetro,1625 Florida SR 16,St. Augustine,FL,32084,562-735-9154,public,Public - Credit card at all times,29.912117,-81.382638,64516
Trillium,975 Keystone Blvd,Pottsville,PA,17901,800-920-1166,public,Public - Credit card at all times,40.7249569,-76.3171771,64522
Cedar Bus Company,401 E Amherst St,Buffalo,NY,14215,716-898-7900,public,Public - Credit card at all times,42.938929,-78.823213,64694
Fuel-A-New,469 Rollins Industrial Ct,Ringgold,GA,30736,423-595-6879,public,Public - Credit card at all times,34.89794,-85.121699,64707
El Dorado City Public Works,222 E 2nd Ave,El Dorado,KS,67042,316-322-4481,public,Public - Credit card at all times,37.820438,-96.847397,64827
PSNC Energy,4077 Haywood Rd,Mills River,NC,28759,877-776-2427,public,Public - Credit card at all times,35.3803,-82.549408,64847
American Natural Gas,3543 Highway 367,Higginson,AR,72143,866-264-6220,public,Public - Credit card at all times,35.201617,-91.732791,64938
Washington Gas,1800 N Market St,Frederick,MD,21701,703-750-1000,public,Public - Credit card at all times,39.4402,-77.398393,64964
Washington Gas,7685 Penn Belt Dr,Forestville,MD,20747,703-750-1000,public,Public - Credit card at all times,38.836522,-76.874122,64965
B&H Construction,600 W Interstate Dr,Goldsby,OK,73093,405-288-2412,public,Public - Credit card at all times,35.1505377,-97.479381,65032
American Natural Gas,34 Cady Hill Blvd,Saratoga Springs,NY,12866,866-264-6220,public,Public - Credit card at all times,43.062221,-73.822235,65392
Piedmont Natural Gas - Anderson,1207 SC Highway 28 Bypass,Anderson,SC,29626,800-752-7504,public,Public - Credit card at all times,34.501374,-82.684429,65417
GAIN Clean Fuel - Keystone CNG,3601 Glover Rd,Easton,PA,18040,800-438-7912  319-754-1944,public,Public - Credit card at all times,40.744271,-75.218923,65418
Spire Natural Gas Fueling Solutions,85 Freeman Farm Rd,Greer,SC,29334,844-499-5682,public,Public - Credit card at all times,34.888642,-82.159227,65436
Clean Energy - Jacksonville Transportation Authority,100 N Myrtle Ave,Jacksonville,FL,32204,866-809-4869,public,Public - Credit card at all times,30.331549,-81.678282,65440
Clean Energy - Morongo Basin Transit Authority,62405 Verbena Rd,Joshua Tree,CA,92252,760-366-2395,public,Public - Card key at all times,34.13767434,-116.3033363,65442
Kum & Go #414,1220 E Robinson,Springdale,AR,72764,479-725-0060,public,Public,36.167392,-94.119169,65444
American Natural Gas,5260 W 2400 S,West Valley City,UT,84120,866-264-6220,public,Public - Credit card at all times,40.718555,-112.019118,65521
American Natural Gas,5348 E Houston St,San Antonio,TX,78220,866-264-6220,public,Public - Credit card at all times,29.420734,-98.386385,65522
American Natural Gas,35750 Highway 58,Buttonwillow,CA,93206,866-264-6220,public,Public - Credit card at all times,35.400164,-119.399727,65523
GAIN Clean Fuel - Great River CNG,2314 W Mount Pleasant St,West Burlington,IA,52655,800-438-7912,public,Public - Credit card at all times,40.827376,-91.18523,65525
Clean Energy - Centre County Recycling & Refuse Authority,100 Transfer Rd,Bellefonte,PA,16823,866-809-4869,public,Public - Credit card at all times,40.838387,-77.787831,65538
South Jersey Gas - Wawa #8305,51 Berkeley Rd,Paulsboro,NJ,8066,856-423-2395,public,Public - Credit card at all times,39.821725,-75.240765,65547
Clean Energy - Progressive Waste Solutions,2138 Country Ln,McKinney,TX,75069,469-452-8000,public,Public - Credit card at all times,33.169527,-96.600231,65552
Freedom CNG,303 Fallbrook Dr,Houston,TX,77038,281-484-3875,public,Public - Credit card at all times,29.93069749,-95.42007738,65555
Kwik Trip #178,455 Concord St S,St. Paul,MN,55125,651-457-5622,public,Public,44.883888,-93.03055,65669
City of Temple,2625 E Avenue H,Temple,TX,76501,254-298-5600,public,Public - Credit card at all times,31.082418,-97.315536,65699
Trillium - San Francisco Airport,50 Old Bayshore Hwy,Millbrae,CA,94030,800-920-1166,public,Public - Credit card at all times,37.604307,-122.375844,65700
X3Energy,2323 117th Ave,Greeley,CO,80634,844-304-9800,public,Public - Credit card at all times,40.401304,-104.868073,65748
Sapp Bros Travel Center,2608 S 24th St,Council Bluffs,IA,51501,712-322-3000,public,Public,41.235744,-95.88063,65752
Champion CNG,316 N Main St,Hennessey,OK,73742,405-853-5111,public,Public - Credit card at all times,36.112305,-97.899292,65753
Nopetro - Central Florida Regional Transportation Authority,2713 Lynx Ln,Orlando,FL,32804,562-735-9154,public,Public - Credit card at all times,28.574916,-81.414753,65766
Clean Energy - Atlanta Fulton Industrial Park,5955 Bakers Ferry Rd SW,Atlanta,GA,30336,866-809-4869,public,Public - Credit card at all times,33.732199,-84.574809,65769
Clean Energy - Aviation CNG,9131 Aviation Blvd,Inglewood,CA,90301,866-809-4869,public,Public - Credit card at all times,33.952886,-118.377315,65814
Freedom CNG,7400 W County Rd 116,Midland,TX,79706,281-484-3875,public,Public - Credit card at all times,31.94055499,-102.1698017,66310
GAIN Clean Fuel - Dubois,301 Dubois St,Dubois,PA,15801,800-438-7912,public,Public - Credit card at all times,41.125042,-78.765941,66465
Clean N' Green,1850 W Betteravia Rd,Santa Maria,CA,93455,800-331-3441,public,Public - Credit card at all times,34.919891,-120.47825,66625
Poteau CNG,34042 Old Wister Hwy,Poteau,OK,74953,918-649-5758,public,Public - Credit card at all times,35.02927,-94.647628,66683
Ross Plumbing,940 Thomas Ave,Leesburg,FL,34748,352-728-6053,public,Public - Credit card at all times,28.823721,-81.904059,66737
EDCO Disposal - San Marcos,224 S Las Posas Rd,San Marcos,CA,92078,800-920-1166,public,Public - Credit card at all times,33.141628,-117.193864,66757
EDCO Disposal - La Mesa,8173 Commercial St,La Mesa,CA,91942,619-287-7555,public,Public - Credit card at all times,32.77254,-117.021643,66761
CNG Pitstop,2204 State Route 39 NW,Dover,OH,44622,330-343-1226,public,Public - Credit card at all times,40.524816,-81.499905,66833
OnCue Express #115 - C-Store,3201 S Kelly Ave,Edmond,OK,73013,405-359-1141,public,Public - Credit card at all times,35.626543,-97.496058,67023
American Bulk Gas,8110 Southern Blvd,Youngstown,OH,44512,800-362-9365,public,Public - Credit card at all times,41.002876,-80.655403,67029
Sunoco A-Plus Convenience Store,1201 Airport Blvd,Pittsburgh,PA,15231,724-899-2321,public,Public,40.494173,-80.267199,67057
GAIN Clean Fuel - Kissimmee,1907 S Poinciana Blvd,Kissimmee,FL,34758,800-438-7912,public,Public - Credit card at all times,28.248652,-81.486722,67071
Sparq - Tulsa,13003 E Admiral Pl,Tulsa,OK,74116,844-772-7764,public,Public - Credit card at all times,36.161696,-95.829403,67073
Shipley Energy,714 Loucks Mill Rd,York,PA,17403,800-839-1849,public,Public - Card key at all times,39.974852,-76.723959,67118
Ontario CNG - 76,1850 E Holt Blvd,Ontario,CA,91761,909-467-1809,public,Public - Credit card at all times,34.063139,-117.61148,67170
Clean Energy - Lake Havasu City Pilot #211,14750 S Highway 95,Lake Havasu City,AZ,86404,866-809-4869,public,Public - Credit card at all times,34.72836089,-114.3166321,67197
Clean Energy - Pilot Travel Center #524,4650 Kansas Ave,Kansas City,KS,66106,866-809-4869,public,Public - Credit card at all times,39.091195,-94.682103,67198
IGS CNG Services - Speedway South Bend,6161 W Brick Rd,South Bend,IN,46628,877-742-4476,public,Public - Credit card at all times,41.738117,-86.333532,67298
GAIN Clean Fuel - Edwardsville,4120 Lakeview Corporate Dr,Edwardsville,IL,62025,800-438-7912,public,Public - Credit card at all times,38.797138,-90.076424,67830
Clean Energy - Carlisle Flying J #708,1501 Harrisburg Pike,Carlisle,PA,17013,866-809-4869,public,Public - Credit card at all times,40.23601,-77.122908,67844
Sparq - Watonga,320 S Clarence Nash Blvd,Watonga,OK,73772,844-772-7764,public,Public - Credit card at all times,35.840761,-98.419831,67845
Sparq - Eaton,250 E Collins St,Eaton,CO,80615,844-772-7764,public,Public - Credit card at all times,40.524528,-104.709098,67979
City of Rockport,1845 Stadium Dr,Rockport,TX,78382,361-790-1160,public,Public - Credit card at all times,28.043774,-97.048122,68027
Greenville Utilities Commission - Fueling Facility #1,290 Easy St,Greenville,NC,27834,252-551-1587,public,Public - Credit card at all times,35.651702,-77.369504,68219
GAIN Clean Fuel - Centerville,350 N Fwy Service Rd,Centerville,TX,75833,903-753-0242  800-438-7912,public,Public - Credit card at all times,31.207465,-95.996079,68443
CNG Energy LLC,1269 E Tucker Rd,Liberal,KS,67901,620-655-2045,public,Public - Credit card at all times,37.069631,-100.905444,68444
Nat G CNG Solutions,8526 Vidor Ave,San Antonio,TX,78216,972-742-1214,public,Public - Credit card at all times,29.516536,-98.471177,68600
Clean and Green CNG Technologies Corp,3004 N Main St Ext,Jamestown,NY,14701,716-665-7893,public,Public - Credit card at all times,42.128286,-79.239695,68608
GAIN Clean Fuel - Inglewood,11144 S La Cienega Blvd,Inglewood,CA,90304,800-438-7912,public,Public - Credit card at all times,33.933343,-118.370006,68611
Allied Clean Fuels Plaza,231 Devlin Rd,Napa,CA,94558,707-603-1700,public,Public - Card key at all times,38.2356194,-122.2655026,69025
American Natural Gas,445 Cherry Blossom Way,Georgetown,KY,40324,866-264-6220,public,Public - Credit card at all times,38.273839,-84.550775,69128
OnCue Express #117 - C-Store,7400 S Sooner Rd,Oklahoma City,OK,73135,405-733-1648,public,Public - Credit card at all times,35.392817,-97.422948,69155
OnCue Express #118 - C-Store,411 SW 4th St,Moore,OK,73160,405-237-1185,public,Public - Credit card at all times,35.334776,-97.490921,69156
OnCue Express #120 - C-Store,4100 E 15th St,Edmond,OK,73013,405-509-8701,public,Public - Credit card at all times,35.63815195,-97.4280287,69157
OnCue Express #122 - C-Store,1000 N Czech Hall Rd,Yukon,OK,73099,405-324-2083,public,Public - Credit card at all times,35.478088,-97.741089,69158
Lompoc Unified School District,596 E Central Ave,Lompoc,CA,93436,805-742-3180,public,Public - Credit card at all times,34.660758,-120.452355,69160
Greater Dickson Gas Authority,605 E Walnut St,Dickson,TN,37055,615-441-2830,public,Public - Credit card at all times,36.070478,-87.382391,69204
Trillium - Glenwood Shell,23 Mel Ray Rd,Glenwood Springs,CO,81601,970-945-7590,public,Public - Credit card at all times,39.561983,-107.361514,69702
EVO CNG - San Antonio,9695 W Weichold Rd,Converse,TX,78109,,public,Public - Credit card at all times,29.46676,-98.295009,69824
Trillium - Holiday Stationstore #3552,21100 Kenrick Ave,Lakeville,MN,55044,800-920-1166,public,Public - Credit card at all times,44.643241,-93.289564,69828
Trillium,637 Old Philadelphia Rd,Aberdeen,MD,21001,800-920-1166,public,Public - Credit card at all times,39.497643,-76.169957,69829
Trillium,7940 Joliet Rd,McCook,IL,60534,800-920-1166,public,Public - Credit card at all times,41.805516,-87.818549,69830
Crown Clean Fuels LLC,1066 W State Route 42,Brazil,IN,47834,317-650-6077,public,Public - Credit card at all times,39.446197,-87.128195,69925
Sunoco,2300 Hill Church Houston Rd,Canonsburg,PA,15317,724-745-1214,public,Public,40.241864,-80.18491,70105
Alternative Vehicle Service Group - Worcester,20 Quinsigamond Ave,Worcester,MA,1608,617-242-8755,public,Public - Credit card at all times,42.251305,-71.805502,70126
City of Milwaukee - Congress Ave,3100 W Congress St,Milwaukee,WI,53216,414-286-2282,public,Public - Credit card at all times,43.09717947,-87.95114243,70560
American Natural - Carrollton,203 Scio Rd SW,Carrollton,OH,44615,412-489-9981,public,Public - Credit card at all times,40.5688303,-81.0930949,71062
GAIN Clean Fuel - Houston - American Fueling Systems,7530 E Orem Dr,Houston,TX,77075,470-315-2370  800-438-7912,public,Public - Credit card at all times,29.6257,-95.288383,71065
Clean Energy - Islip Resource Recovery Agency,4001 Veterans Memorial Hwy,Ronkonkoma,NY,11779,866-809-4869,public,Public - Credit card at all times,40.78642,-73.105125,71421
Shell Sioux-Per Center,1212 N Main Ave,Sioux Center,IA,51250,712-722-2565,public,Public - Credit card after hours,43.090881,-96.174499,71423
7-Eleven #23,1 NE 36th St,Oklahoma City,OK,73105,405-208-4401,public,Public,35.508446,-97.511304,71474
City of Monterey Park,751 S Alhambra Ave,Monterey Park,CA,91755,626-307-1288,public,Public - Credit card at all times,34.05305,-118.116522,72094
Clean Energy - Vandalia Pilot Flying J #97,175 Northwoods Blvd,Vandalia,OH,45377,866-809-4869,public,Public - Credit card at all times,39.902119,-84.192368,72595
City of Augusta,711 Scott Nixon Memorial Dr,Augusta,GA,30907,706-592-3224,public,Public - Credit card at all times,33.497956,-82.089662,72596
OnCue Express #119 - C-Store,2837 NW 36th St,Oklahoma City,OK,73112,405-338-8552,public,Public - Credit card at all times,35.507948,-97.564657,73696
Kwik Trip #273,6516 Grand Ave,Duluth,MN,55807,218-624-2616,public,Public,46.731172,-92.180261,73699
Clean Energy - Central Point Pilot #391,275 S Penninger Rd,Central Point,OR,97502,866-809-4869,public,Public - Credit card at all times,42.37655,-122.898932,73901
City of Columbus - CNG West,5115 Krieger Ct,Columbus,OH,43228,614-645-8281  614-900-7470,public,Public - Credit card at all times,39.916146,-83.134395,74091
Trillium,5420 N Fruit Valley Rd,Vancouver,WA,98660,800-920-1166,public,Public - Credit card at all times,45.661567,-122.694375,75107
Clean Energy - Stirk CNG,3400 S Newberry Rd,North Platte,NE,69101,866-809-4869,public,Public - Credit card at all times,41.1010672,-100.7272963,75587
OnCue Express #126 - C-Store,300 S Council Rd,Oklahoma City,OK,73128,405-338-8552,public,Public - Credit card at all times,35.462338,-97.654087,75638
American Natural - Harmar Energy Centre,2 Rich Hill Rd,Cheswick,PA,15024,412-505-7985,public,Public - Credit card at all times,40.54965,-79.832323,75666
TruStar Energy - Fort Myers,5345 Dividend Dr,Fort Myers,FL,33905,678-215-2762,public,Public - Credit card at all times,26.638634,-81.806279,75688
SoCalGas - Murrieta,41376 Guava St,Murrieta,CA,92562,213-244-5681,public,Public - Credit card at all times,33.545881,-117.191846,75776
GAIN Clean Fuel - Greensburg,1564 Roseytown Rd,Greensburg,PA,15601,800-438-7912,public,Public - Credit card at all times,40.30982,-79.508816,75801
American Natural Gas,1145 Chili Ave,Gates,NY,14624,866-264-6220,public,Public - Credit card at all times,43.139294,-77.666717,75843
